Codex-Edge	1	in_scope	important	risk-integration	skills/design/references/approval-gates.md:84-88; skills/design/references/discussion-rounds.md:121	The re-fire hook is planned for SKILL.md but not the normative files that actually own plan revisions	Gate B Apply all / Go through each and post-plan discussion can revise plan.txt and re-emit ACTION=EMIT_PLAN from approval-gates.md or discussion-rounds.md, then proceed without the new threshold check because those files are not in Files to modify	Add approval-gates.md and discussion-rounds.md to the plan and update each post-revision ACTION=EMIT_PLAN path to run the same Step 2b.5 threshold procedure before advancing to Step 3b or Step 3
Codex-Innovation	1	in_scope	important	correctness	skills/design/references/discussion-rounds.md:13-67; skills/design/SKILL.md:253-264	Plan adds the semantic-sprawl partition hook to SKILL.md, but Step 1c and Step 1d delegate their actual bodies to discussion-rounds.md	An orchestrator following the normative reference can complete clarifying questions and Round 1 without ever offering partition, even when user answers reveal multiple sub-features	Update discussion-rounds.md Step 1c guidelines and Step 1d behavior to include the sprawl check after user answers and route Split through the named Split-path procedure
Codex-Innovation	1	in_scope	important	correctness	skills/design/references/approval-gates.md:84-88; skills/design/references/discussion-rounds.md:121	Gate B and post-plan discussion revisions are owned by reference files that currently only say re-emit ACTION=EMIT_PLAN and proceed	A revised plan can grow past soft or hard thresholds after accepted findings or discussion edits, but the threshold check is skipped because the normative revision paths do not call Step 2b.5	Update approval-gates.md and discussion-rounds.md to invoke a shared named plan-size-check procedure after every plan.txt rewrite, before proceeding to Step 3b or Step 3
Codex-Innovation	1	in_scope	important	security	skills/design/SKILL.md:761-787	Step 5d proposes a runtime gh issue comment to hard-coded issue 2672	When larch runs as a plugin in a consumer checkout, bare gh issue comment 2672 targets the hub default repo, which can spam or leak workflow metadata to the wrong public issue	Remove the runtime comment and keep the deferred L3 dependency in docs or PR notes; if a mechanical note is mandatory, gate it to larch development runs only, use an explicit --repo for the larch repo, and add a once-only sentinel
Codex-Innovation	1	in_scope	latent	code-quality	skills/design/scripts/check-plan-size.sh:new	The proposed files-count implementation says grep -cE under set -e while also promising FILES_COUNT=0 for legacy plans with no headings	A literal Bash implementation aborts on grep exit 1 for zero matches, causing Step 2b.5 to warn and skip threshold detection instead of reporting FILES_COUNT=0	Specify a no-match-safe implementation such as awk counting or grep -cE ... || true, and add a zero-heading harness case
Codex-Innovation	1	in_scope	latent	correctness	skills/design/scripts/check-plan-size.md:new; skills/design/scripts/emit-plan.sh:51-59	The plan alternates between requiring a trailing diff_lines trailer and parsing the last matching diff_lines line anywhere in the file	A plan with prose containing diff_lines: 100 but no valid final trailer can be accepted by the new helper contract while emit-plan rejects it, creating drift between validators	Align check-plan-size with emit-plan by requiring the final non-empty line to match diff_lines: <N>; document and test prose mentions plus a valid final trailer
Codex-Pragmatic	1	in_scope	important	risk-integration	skills/design/SKILL.md:713-788	Hard-coded Step 5d comment to issue 2672 would ship as runtime /design behavior	Every successful consumer /design run would try to comment on fixed issue #2672 in whatever repo gh resolves, causing spam, wrong-repo side effects, or leakage of internal deferred-scope notes	Do not add Step 5d to the shipped skill; leave the #2672 note as a one-time project-management action outside runtime code, or document the deferral statically in references/flags.md
Codex-Pragmatic	1	in_scope	important	correctness	skills/design/references/discussion-rounds.md:13-72	Semantic-sprawl partition offer is planned only in SKILL.md while Step 1c and Step 1d bodies are reference-owned	The new AskUserQuestion hook may not run because SKILL.md delegates the actual clarifying-question and discussion behavior to discussion-rounds.md	Include discussion-rounds.md in Files-to-modify and add the heuristic plus split/continue prompt in the Step 1c and Step 1d reference sections where the AskUserQuestion loops are defined
Codex-Pragmatic	1	in_scope	important	correctness	skills/design/references/approval-gates.md:82-101	Plan-size re-fire after Gate B revisions is not added to the reference that owns Gate B plan revision	The initial Step 2b.5 check can pass, then accepted findings can expand plan.txt beyond hard or soft thresholds without another partition prompt	Add approval-gates.md to Files-to-modify and require Step 2b.5 immediately after Gate B's post-revision ACTION=EMIT_PLAN paths; likewise wire the post-plan discussion revision path in discussion-rounds.md:121
Codex-Pragmatic	1	in_scope	important	correctness	skills/design/scripts/check-plan-size.sh:new	Planned grep -cE file-count command conflicts with set -e and the zero-heading edge case	With no ### NEW/UPDATED/REWRITTEN headings, grep -cE prints 0 but exits 1, so the helper can abort instead of reporting FILES_COUNT=0 as the plan promises	Implement the count with awk or guard grep as files_count=$(grep -cE '^### (NEW|UPDATED|REWRITTEN):' "$PLAN_FILE" || true), and add an explicit zero-heading harness case
Codex-Pragmatic	1	in_scope	nit	code-quality	README.md:58-61,docs/skills.md:48-54,skills/design/SKILL.md:4	Public argv surfaces are not in the plan for the new -p/--partition flag	Help text and shipped docs would remain stale even though the flag is public, making the new option hard to discover and easy to mistake as unsupported	Update the SKILL.md argument-hint plus README.md and docs/skills.md /design argument rows to include [-p|--partition] and its mutual exclusion with --trivial
Codex-Requirements	1	in_scope	important	correctness	skills/design/SKILL.md:planned Step 1c/1d (plan.txt:21)	Pre-plan semantic sprawl branch allows Continue despite the feature requiring Split or Cancel with no override at Step 1c/1d.	When clarifying answers show several sub-features or cross-cutting infrastructure changes, the operator can continue into sketches even though the requirement says this stage should only offer partition or cancellation/refinement.	Revise the Step 1c/1d plan to use Split and Cancel only; on Cancel run the terminal cost line, print a cancellation message, exit 0, and preserve DESIGN_TMPDIR.
Codex-Requirements	1	in_scope	important	correctness	skills/design/SKILL.md:planned Step 2b.5 (plan.txt:24-26)	--partition is treated as an overridable soft trigger.	The feature says -p/--partition forces the decomposition panel to run regardless of thresholds, but the plan routes it through the soft branch where Continue with current scope is allowed.	Make --partition a no-override path: either directly run the interim Split-path hard-fail, or present only Split/Cancel with no Continue until the L3 panel exists.
Codex-Requirements	1	in_scope	important	correctness	skills/design/scripts/check-plan-size.sh:planned files-count (plan.txt:43,82)	Files-count implementation conflicts with the zero-heading edge case under set -euo pipefail.	grep -cE returns exit 1 when there are zero matches, so a legacy-format plan with zero headings can abort the helper instead of emitting FILES_COUNT=0 as the plan promises.	Specify a set -e-safe count, such as FILES_COUNT=$(grep -cE ... "$PLAN_FILE" || true), or use awk; add an explicit zero-heading harness case.
Codex-Requirements	1	in_scope	important	risk-integration	skills/design/SKILL.md:planned Step 5d (plan.txt:31)	Hardcoded Step 5d comment to issue 2672 would ship as permanent runtime behavior.	After this PR, every successful /design finalize could try to comment on issue #2672 in whatever repo gh targets, causing wrong-repo comments or repeated public noise unrelated to the user's design run.	Do not add an unconditional runtime Step 5d. Make the #2672 notification an implementation-time/manual task, or gate it narrowly to the larch repo and current issue #2670 with an idempotent sentinel.
Codex-Requirements	1	in_scope	nit	risk-integration	skills/design/SKILL.md:4 README.md:59 docs/skills.md:50 .claude-plugin/plugin.json:4	Public flag surfaces are not included in the plan.	The plan updates the compact flag table and flags reference, but the command argument hint and skill catalog still omit -p/--partition, so the new public argv flag is discoverability-incomplete.	Add -p/--partition to the SKILL.md frontmatter argument-hint and the public catalog/README/plugin description surfaces that list /design arguments, or explicitly justify why those generated docs are out of scope.
Codex-Requirements	1	in_scope	latent	code-quality	skills/design/scripts/test-design-driver.sh:90-98 scripts/test-design-structure.sh:30-41	Testing plan omits structural validation for the new public flag and SKILL integration branches.	The helper harness covers thresholds, but regressions in argv documentation, --trivial mutual exclusion prose, helper invocation after EMIT_PLAN, and hard/soft no-override wording could land without any local harness failing.	Add grep-style structural pins in test-design-driver.sh or test-design-structure.sh for the -p row, mutual exclusion with --trivial, check-plan-size.sh call after ACTION=EMIT_PLAN, and the no-Continue hard/partition paths.
